id,organization_name,Claude Rating,Combined,MAX Human rating Fit yes / no,RED Human rating Fit yes / no,Comments,Description,Full Description,Organization Category,Source,Organization Name URL,Stage,Industries,headquarters_location,CB Rank (Company),Headquarters Regions,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,linkedin_id,ID_copy,Facebook,Twitter,Website,Phone Number,Contact Email,IT Spend,IT Spend Currency,IT Spend (in USD),Trademarks Registered,Patents Granted,Average Visits (6 months),Monthly Visits,Similar Companies,IPO Status,IPO Date,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Acquisition Type,Number of Acquisitions,Acquisition Status,Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Funding Rounds,Funding Status,Number of Employees,Number of Founders,Founders,Industry Groups,Operating Status,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Exits (IPO),Number of Exits,Number of Diversity Investments,Number of Lead Investments,filter_broad_yes,filter_strict_no,filter_broad_yes_strict_no,filter_non_english_keywords_CV,total_headcount,claude_total_employees,claude_total_rejected,claude_total_accepted,gpt5_total_employees,gpt5_total_rejected,gpt5_total_accepted,gemini_total_employees,gemini_total_rejected,gemini_total_accepted,stage_reached,category,max_headcount,max_population,Headquarters Location,Total Headcount,Organization Name,Stage Reached,Founded Date,country,subregion,ml_share,ml_share_lower80,ml_share_upper80,mean,q10,q50,q90
1907,Sutherland,"3.4 (Other - Strong fit)

The description indicates Sutherland is primarily a digital transformation and business process management company that uses analytics and AI as part of their service offerings. While they mention AI capabilities, their core business appears to be broader professional services and outsourcing rather than specialized ML consultancy or fundamental AI research. The strong confidence score (4) reflects that this company clearly fits best in the ""Other"" category.",1,,1,,Sutherland is a digital transformation company that provides business process and technology management services.,Sutherland conducts deep research and analysis of human insight and behavior. They offer an integrated portfolio of analytics-driven back-office and customer-facing solutions that support the entire customer life cycle.,,crunchbase search,https://www.crunchbase.com/organization/sutherland,,"Analytics, Artificial Intelligence (AI), Consulting, Information Services, Information Technology, Outsourcing","Pittsford, New York, United States",219993,"East Coast, Northeastern US",year,,,,,For Profit,sutherland-global,1907,https://www.facebook.com/sutherlandglobal,https://twitter.com/SutherlandCorp,https://www.sutherlandglobal.com,#ERROR!,sales@sutherlandglobal.com,,,,,,,,29,Private,,,,,,,,,3,Made Acquisitions,"TPG, Oak Investment Partners",2,2,2,Private Equity,10001,1,Dilip Vellodi,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Professional Services, Science and Engineering, Software",Active,,,,,,,,,90.0,47.0,9.0,2600,58000,,,,,,,,,,,,True,True,"Pittsford, New York, United States",58000,Sutherland,,1986-01-01 00:00:00,Unknown,Unknown,0.0,0.0,0.0,,,,
763,Booz Allen Hamilton,"3.5 (Other.Strong fit)

Booz Allen Hamilton is primarily a professional services and consulting firm serving government agencies and corporations, with expertise in many areas including IT, analytics, engineering, and strategy. While they likely use some ML technologies in their consulting work, they're not specifically an ML consultancy (category 1), nor are they a pure AI research organization (category 2). Their broad service offerings across multiple domains make them a strong fit for the ""Other"" category.",1,,1,,"Booz Allen Hamilton is a consulting firm that specializes in analytics, technology, and engineering.","Booz Allen Hamilton Inc. provides professional services primarily to US government agencies in the defense, security, and civil sectors, as well as to corporations, institutions, and not-for-profit organizations. The company provides a range of services in strategy, operations, organization and change, information technology, systems engineering, and program management. Its services include acquisition and program management services, assurance and resilience, cyber consulting, economic and business analysis, information technology consulting, intelligence and operations analysis, modeling and simulation, organization and strategy, scientific innovation, supply chain and logistics management, and systems integration and management. The company was founded in 1914 and is headquartered in McLean, Virginia.",,ML conferences affiliation data,https://www.crunchbase.com/organization/booz-allen-hamilton,,"Consulting, Cyber Security, IT Infrastructure, Management Consulting, Security","Mclean, Virginia, United States",5501,"Washington DC Metro Area, East Coast, Southern US",year,2010-11-17,day,,,For Profit,booz-allen-hamilton,763,https://www.facebook.com/boozallen,http://twitter.com/BoozAllen,http://www.boozallen.com,(703)902-5000,communications@bah.com,1766505000,USD,1766505000,40,174,,,20,Public,2010-11-17,,,,,,,,10,Made Acquisitions,,,,7,IPO,10001,3,"Carl L. Hamilton, Edwin G. Booz, James L. Allen","Information Technology, Privacy and Security, Professional Services",Active,,,10,12,,3,2,4,715.0,202.0,46.0,8000,41000,30833,30808,25.0,30852,30759,93.0,30809,30528,281.0,,,True,True,"Mclean, Virginia, United States",41000,Booz Allen Hamilton,,1914-01-01 00:00:00,Unknown,Unknown,0.0,0.0,0.0,20.5087890625,9.0,18.0,34.0
1133,FPT Software,"3.5 (Other.Strong fit)

FPT Software appears to be primarily a software outsourcing company that handles general software development projects across multiple industries. While they may incorporate some ML elements in their projects, their core business model is centered on software outsourcing services rather than specialized ML consulting or fundamental AI research. The description emphasizes their broad software development capabilities across diverse industries without specific mention of AI or ML specialization.",1,,1,,FPT Software is a provider of software outsourcing services.,"FPT Software – the Software Powerhouse - Vietnam’s largest and one of the fastest growing software outsourcing companies. - Over 6,000 software outsourcing projects and a total volume of 2.5 million man-days in the last 10 years. - A broad presence in diverse global markets. - Specialist in shaping world-class networks of global delivery centers.",,ML conferences affiliation data,https://www.crunchbase.com/organization/fpt-software,,"Advertising, E-Commerce, Health Care","New York, New York, United States",174697,"Greater New York Area, East Coast, Northeastern US",year,,,,,For Profit,208401,1133,https://www.facebook.com/fptsoftware.official,https://www.twitter.com/fpt_software,http://www.fpt-software.com/,#ERROR!,recruitment@fsoft.com.vn,61957804,USD,61957804,5,0,64263.33,56516,8,Private,,,,,,,,,2,Made Acquisitions,Mekong Capital,,1,1,Private Equity,10001,3,"Bui Quang Ngoc, Do Cao Bao, Thanh Huong Nguyen","Advertising, Commerce and Shopping, Health Care, Sales and Marketing",Active,,,2,2,,,,2,92.0,199.0,9.0,1000,26000,,,,,,,,,,,,True,True,"New York, New York, United States",26000,FPT Software,,1988-01-01 00:00:00,Unknown,Unknown,0.0,0.0,0.0,,,,
1882,Publicis Sapient,1.3 (ML Consultancy.Moderate fit),1,1,,,"Publicis sapient is a digital consulting firm that offers consulting, technology, and product management services.","Publicis Sapient provides consulting, design, technology, engineering, data, artificial intelligence, and product management services. They also provide digital transformation solutions including connected environments, platform design, product design, optimization, design systems, and tools acceleration. They help organizations with digital transformation solutions. Their digital products and solutions deliver transformative solutions.",,crunchbase search,https://www.crunchbase.com/organization/sapientnitro,,"Artificial Intelligence (AI), Consulting, Database, Enterprise","Boston, Massachusetts, United States",183855,"Greater Boston Area, East Coast, New England",year,,,,,For Profit,publicissapient,1882,https://www.facebook.com/PublicisSapient,https://twitter.com/publicissapient,https://www.publicissapient.com,#ERROR!,info@sapient.com,,,,,,,,9,Private,,,,,,,,,6,Made Acquisitions,,,,,,10001,3,"Chris Clarke, Jerry Greenberg, Stuart Moore","Artificial Intelligence (AI), Data and Analytics, Other, Professional Services, Science and Engineering, Software",Active,,,,,,,,,356.0,151.0,20.0,2700,21000,17118,17116,2.0,17124,17093,31.0,17091,16941,150.0,,,True,True,"Boston, Massachusetts, United States",21000,Publicis Sapient,,1990-01-01 00:00:00,Unknown,Unknown,0.0,0.0,0.0,9.0302734375,2.0,6.0,19.0
39,Avanade,"1.3 (ML Consultancy.Moderate fit)

Avanade appears to be a technology consultancy that offers digital services on the Microsoft ecosystem. While they likely provide some machine learning solutions as part of their digital services portfolio (especially given their Microsoft partnership and business intelligence focus), ML consulting doesn't seem to be their primary focus. They're a broader technology consulting company that likely includes ML capabilities among many other services, making them a moderate fit for category 1.",1,1,,,"Avanade provides innovative digital and cloud services, business solutions and design-led experiences on the Microsoft ecosystem.","Avanade is the leading provider of innovative digital and cloud services, business solutions and design-led experiences on the Microsoft ecosystem. Our professionals bring bold, fresh thinking combined with technology, business and industry expertise to help make a genuine human impact for our clients, their customers and their employees. We are the power behind the Accenture Microsoft Business Group, helping companies to engage customers, empower employees, optimize operations and transform products, leveraging the Microsoft platform. Avanade has 50,000 professionals in 26 countries, bringing clients our best thinking through a collaborative culture that honors diversity and reflects the communities in which we operate. Majority owned by Accenture, Avanade was founded in 2000 by Accenture LLP and Microsoft Corporation. Learn more at www.avanade.com.",,Manual Search + Network,https://www.crunchbase.com/organization/avanade,,"Business Intelligence, Consulting, Enterprise Software, Information Technology, Management Consulting, Professional Services","Seattle, Washington, United States",111750,"Greater Seattle Area, West Coast, Western US",year,,,,,For Profit,avanade,39,http://www.facebook.com/Avanade,http://twitter.com/Avanade,http://www.avanade.com,(120) 623-9560,corpcomms@avanade.com,,,,,,129412.83,104966,26,Private,,,,,,,,,11,Made Acquisitions,,,,,,10001,3,"Adam Warby, Chris Burry, Scott Armanini","Data and Analytics, Information Technology, Other, Professional Services, Software",Active,,,1,1,,1,,,200.0,174.0,11.0,10000,17000,14966,14964,2.0,14970,14948,22.0,14899,14793,106.0,,,True,True,"Seattle, Washington, United States",17000,Avanade,,2000-01-01 00:00:00,Unknown,Unknown,0.0,0.0,0.0,4.8076171875,1.0,4.0,10.0
850,Swisscom,"3.5 (Other.Strong fit)

Swisscom is primarily a telecommunications and IT company focused on providing telecom services, broadband, and general IT solutions. While they may use some ML technologies within their products, their core business is not centered around providing ML consultancy services (category 1) or conducting fundamental AI research (category 2). The description clearly identifies them as a telecom and IT infrastructure company, making them a strong fit for the ""Other"" category.",1,,1,,"Swisscom, Switzerland’s leading telecoms company and one of its leading IT companies, is headquartered in Ittigen.","Swisscom, Switzerland’s leading telecoms company and one of its leading IT companies, is headquartered in Ittigen, close to the capital city Berne. Swisscom’s international activities are concentrated mainly in Italy, where its subsidiary Fastweb is one of the biggest broadband providers. Around 21,500 employees achieve a revenues of CHF 2.89 billion to the end of the 1st Quarter 2016. Swisscom is one of the most sustainable companies in Switzerland and Europe.",,ML conferences affiliation data,https://www.crunchbase.com/organization/swisscom,,"Information Technology, Telecommunications","Worblaufen, Bern, Switzerland",12674,"Europe, Middle East, and Africa (EMEA)",year,2003-03-14,day,,,For Profit,swisscom,850,https://www.facebook.com/Swisscom,https://twitter.com/swisscom_de,https://www.swisscom.ch,0800 800 800,,,,,29,48,6142708.83,5302446,5,Public,2003-03-14,,,,,,,,21,Made Acquisitions,Vodafone,1,1,2,IPO,10001,2,"Ralph Hartmeier, Reto Wenger","Hardware, Information Technology",Active,,,19,21,,7,,7,87.0,70.0,9.0,5100,15000,10499,10493,6.0,10490,10456,34.0,10432,10366,66.0,,,True,True,"Worblaufen, Bern, Switzerland",15000,Swisscom,,1998-01-01 00:00:00,Unknown,Unknown,0.0,0.0,0.0,5.3955078125,2.0,5.0,9.700000000000045
132,NEC Corporation,"3.5 (Other.Strong fit)

NEC Corporation appears to be a broad IT and telecommunications company that integrates various technologies. While they may use or implement some AI technologies as part of their solutions, the description doesn't specifically mention machine learning consulting services or fundamental AI research as primary business focuses. Instead, they seem to be a general technology integration company spanning telecommunications, network security, and IT services.",1,,1,,NEC Corporation integrates IT and network technologies that benefit businesses and people around the world.,NEC Corporation is a leader in the integration of IT and network technologies that benefit businesses and people around the world.,,arxiv affiliation meta-data,https://www.crunchbase.com/organization/nec,,"Big Data, Information Technology, Network Security, Telecommunications","Tokyo, Tokyo, Japan",7296,Asia-Pacific (APAC),day,1949-05-16,day,,,For Profit,nec,132,https://www.facebook.com/nec.global,https://www.twitter.com/nec_jp_pr,http://www.nec.com,[⚠ Claude for Sheets™ RECALCULATING ⚠] =+81 3-3454-1111,,,,,183,33855,920495.83,751803,30,Public,1949-05-16,,,,,,,,10,Made Acquisitions,"NTT, Inc.",1,1,1,IPO,10001,1,Kunihiko Iwadare,"Data and Analytics, Hardware, Information Technology, Privacy and Security",Active,,,26,29,1,7,1,7,54.0,74.0,22.0,3000,11000,6409,6385,24.0,6410,6367,43.0,6362,6260,102.0,,,True,True,"Tokyo, Tokyo, Japan",11000,NEC Corporation,,1899-07-17,Unknown,Unknown,0.0,0.0,0.0,4.4775390625,1.0,4.0,9.0
966,Yandex,"1.4 (ML Consultancy.Strong fit)

Yandex fits best as an ML Consultancy (Category 1) with a strong fit (Score 4). While they conduct some AI research, their primary business involves developing and deploying machine learning solutions across various products and services including search, navigation, transportation, and advertising. They're using ML as a core technology to deliver commercial services rather than focusing primarily on fundamental AI research.",1,1,,BIG,Yandex is a multinational technology company that provides internet-related services and operates a search engine platform in Russia.,"Yandex is a technological company. They develop products and services by machine learning that include transportation services, navigation products, and mobile applications for consumers. They help consumers and businesses navigate online and offline. Their services use machine learning including in the search results, serving online advertisements, and performing translations.",,ML conferences affiliation data,https://www.crunchbase.com/organization/yandex,,"Big Data, Developer Tools, Email, Information Services, Information Technology, Mobile, Search Engine","Moscow, Moscow City, Russian Federation",39929,"Europe, Middle East, and Africa (EMEA)",day,2024-07-24,day,,,For Profit,yandex,966,,,https://yandex.com,#ERROR!,pr@yandex-team.com,543594561,USD,543594561,75,170,255401870.5,226393901,10,Public,2024-07-24,,,,,,,,27,Made Acquisitions,"International Finance Corporation, RTP Global, Tiger Global Management, Almaz Capital, Baring Vostok Capital Partners",3,8,7,IPO,10001,4,"Arkady Borkovsky, Arkady Volozh, Elena Kolmanovskaya, Ilya Segalovich","Data and Analytics, Information Technology, Internet Services, Messaging and Telecommunications, Mobile, Software",Active,,,14,16,,3,1,6,232.0,521.0,67.0,497,9900,13169,13027,142.0,13157,12866,291.0,13100,12572,528.0,,,True,True,"Moscow, Moscow City, Russian Federation",9900,Yandex,,1997-09-23 00:00:00,Unknown,Unknown,0.0,0.0,0.0,63.595703125,41.0,60.0,90.0
1737,ipe,"3.5 (Other.Strong fit)

The company description clearly indicates that ipe is an IT services company focused on IT security, maintenance, cloud solutions, and equipment recycling. There is no mention of machine learning services or fundamental AI research, making it fall squarely into the ""Other"" category with a strong confidence score.",1,,1,,ipe is an information technology company.,ipe offers IT security solutions for clients' businesses. They provide proactive maintenance and support for clients' IT equipment. They offer efficient and scalable cloud solutions. The team provides personalized advice covering all of IT projects. They also offer all of their customers the possibility of recycling their obsolete computer equipment and other consumables.,,ML conferences affiliation data,https://www.crunchbase.com/organization/ipe-87a2,,"Cloud Management, Information Technology, Outsourcing","Paris, Ile-de-France, France",830805,"European Union (EU), Europe, Middle East, and Africa (EMEA)",year,,,,,For Profit,ipe-maintenance-et-solutions-informatique,1737,https://www.facebook.com/IPE.Informatique/,,https://www.ipe.fr,#ERROR!,contact@ipe.fr,,,,,,,3163,3,Private,,,,,,,,,,,,,,,,11-50,,,"Information Technology, Internet Services, Professional Services, Software",Active,,,,,,,,,10.0,10.0,0.0,3300,9400,2,2,0.0,2,2,0.0,2,2,0.0,,,True,True,"Paris, Ile-de-France, France",9400,ipe,,2004-01-01 00:00:00,Unknown,Unknown,0.0,0.0,0.0,8.1591796875,1.0,6.0,18.0
6,Encora,3.5 (Other.Strong fit),1,,`,,Encora accelerates business outcomes for clients through leading-edge digital product innovation.,Encora is a product engineering services player that provides outsourced software product development services.,,Manual Search + Network,https://www.crunchbase.com/organization/indecomm-digital-services,,"Big Data, Cloud Computing, Software","Scottsdale, Arizona, United States",2913,"Greater Phoenix Area, Western US",year,2021-12-21,day,,,For Profit,encorainc,6,https://www.facebook.com/encorainc,https://twitter.com/encorainc,https://www.encora.com/,480 991 3635,,329031450,USD,329031450,0,8,98317.0,51843,2,Private,,Encora acquired by Advent International,https://www.crunchbase.com/acquisition/advent-international-acquires-indecomm-digital-services--432831a9,Advent International,https://www.crunchbase.com/organization/advent-international,2021-12-21,day,Leveraged Buyout,5,"Made Acquisitions, Was Acquired",Warburg Pincus,1,1,1,M&A,5001-10000,1,Venu Raghavan,"Data and Analytics, Internet Services, Software",Active,,,,,,,,,83.0,57.0,5.0,2500,7200,,,,,,,,,,,,True,True,"Scottsdale, Arizona, United States",7200,Encora,,2003-01-01 00:00:00,Unknown,Unknown,0.0,0.0,0.0,,,,
626,Scale AI,1.5 (ML Consultancy.Perfect fit),1,1,,BIG,Scale AI provides a data-oriented platform that assists in the development of AI applications.,"Scale AI develops a data-oriented platform that provides training and validation data for artificial intelligence applications. The company's LiDAR, video, and image annotation APIs allow self-driving, drone, and robotics teams at companies like Lyft, OpenAI, Zoox, Pinterest, and Airbnb to focus on building differentiated models vs. labeling data.",,ML conferences affiliation data,https://www.crunchbase.com/organization/scale-2,,"Artificial Intelligence (AI), Data Collection and Labeling, Generative AI, Image Recognition, Machine Learning","San Francisco, California, United States",83,"San Francisco Bay Area, West Coast, Western US",day,,,,,For Profit,scaleai,626,https://www.facebook.com/scaleapi,https://x.com/scale_ai,https://scale.com,,sales@scaleapi.com,22375795,USD,22375795,9,16,510974.17,816676,11,Private,,,,,,,,,2,Made Acquisitions,"NVIDIA, Accel, Wellington Management, Founders Fund, Index Ventures",7,44,9,,501-1000,2,"Alexandr Wang, Lucy Guo","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",Active,,,2,2,,,,1,594.0,221.0,68.0,2900,5800,3683,3601,82.0,3681,3502,179.0,3675,3349,326.0,,,True,True,"San Francisco, California, United States",5800,Scale AI,,2016-08-25 00:00:00,Unknown,Unknown,0.0,0.0,0.0,48.9677734375,29.0,45.0,75.0
1126,LG CNS,"3.5 (Other.Strong fit)

LG CNS appears to be a general IT service provider offering consulting and system/network integration services. While they may offer some technology solutions that incorporate ML elements, the description doesn't specifically mention machine learning capabilities or AI research as primary offerings. They are best categorized as ""Other"" with a strong confidence score since they clearly fit the definition of a general IT services company rather than an ML consultancy or pure AI research organization.",1,,1,,"LG CNS is a provider of information technology services including consulting, system integration, network integration.",LG CNS is a global IT service provider.,,ML conferences affiliation data,https://www.crunchbase.com/organization/lg-cns,,"Consulting, Information Technology, Service Industry","Seoul, Seoul-t'ukpyolsi, South Korea",165557,Asia-Pacific (APAC),year,2025-02-05,day,,,For Profit,lgcns,1126,https://www.facebook.com/lgcnskorea,https://www.twitter.com/lgcns_comm,http://www.lgcns.com,#ERROR!,,,,,11,79,3237524.5,2311403,11,Public,2025-02-05,,,,,,,,1,Made Acquisitions,,,,,IPO,10001,1,Minho Ra,"Information Technology, Other, Professional Services",Active,,,6,6,1,1,,1,40.0,63.0,11.0,540,5400,3859,3846,13.0,3861,3820,41.0,3840,3742,98.0,,,True,True,"Seoul, Seoul-t'ukpyolsi, South Korea",5400,LG CNS,,1987-01-01 00:00:00,Unknown,Unknown,0.0,0.0,0.0,15.5029296875,6.0,14.0,27.0
312,IFG,"3.5 (Other.Strong fit)

The description clearly indicates IFG is a strategy & IT consulting firm offering technology solutions, hosting, managed solutions, and professional resource management. While they work in IT consulting, there is no specific mention of machine learning, deep learning, or reinforcement learning services, which would be needed for category 1. They also don't appear to conduct fundamental AI research, ruling out category 2. This firmly places them in category 3 (Other) with a strong confidence score (4).",1,,1,,"IFG is a strategy & IT consulting firm that offers technology solutions, hosting & managed solutions, and professional resource management.",,,arxiv affiliation meta-data,https://www.crunchbase.com/organization/ifg,,"Consulting, Information Technology, Project Management, Software, Technical Support","Sacramento, California, United States",273131,"West Coast, Western US",year,,,,,For Profit,the-ifish-group-inc-,312,https://www.facebook.com/ifishgroup,https://twitter.com/ifishgroup,https://www.ifishgroup.com,916-231-4115,info@ifishgroup.com,683002,USD,683002,,,,215,13,Private,,,,,,,,,,,,,,,,11-50,,,"Administrative Services, Information Technology, Other, Professional Services, Software",Active,,,,,,,,,13.0,6.0,0.0,1300,4800,24,24,0.0,24,24,0.0,24,24,0.0,,,True,True,"Sacramento, California, United States",4800,IFG,,2008-01-01 00:00:00,Unknown,Unknown,0.0,0.0,0.0,4.3857421875,0.0,3.0,10.0
1337,SAIT,"3.5 (Other.Strong fit)

This company appears to be a general IT services firm that provides software development and system integration, with a focus on RFID hardware and software solutions. There's no specific mention of machine learning, AI services, or fundamental AI research in the description, making it clearly fall into the ""Other"" category with a strong confidence level.",1,,1,,SAIT is an information technology company that specializes in software development and system integration solutions.,,,ML conferences affiliation data,https://www.crunchbase.com/organization/sait,,"Information Technology, RFID, Software","Brescia, Lombardia, Italy",516394,"European Union (EU), Europe, Middle East, and Africa (EMEA)",year,,,,,For Profit,saitsrl,1337,https://www.facebook.com/SAIT-Srl-824135337681449,https://twitter.com/saitsrl,https://www.saitweb.it,#ERROR!,,1218075,USD,1218075,1,0,,1636,30,Private,,,,,,,,,,,,,,,,11-50,,,"Hardware, Information Technology, Software",Active,,,,,,,,,37.0,3.0,0.0,1700,4800,24,24,0.0,24,24,0.0,24,24,0.0,,,True,True,"Brescia, Lombardia, Italy",4800,SAIT,,1997-01-01 00:00:00,Unknown,Unknown,0.0,0.0,0.0,4.1748046875,0.0,3.0,10.0
1240,CAS,"3.5 (Other.Strong fit)

The description indicates CAS is an IT services company working across multiple sectors (financial, insurance, industrial, retail) but doesn't specifically mention ML, AI, deep learning, or any AI research activities. It appears to be a general IT services/consulting company, making it a strong fit for the ""Other"" category.",1,,1,,"CAS is a dynamic company that renders its wide range of IT services within the financial, insurance, industrial and retail sectors.",,,ML conferences affiliation data,https://www.crunchbase.com/organization/cas-32fe,,"Consulting, Financial Services, Retail","Hamburg, Hamburg, Germany",283480,"European Union (EU), Europe, Middle East, and Africa (EMEA)",year,,,,,For Profit,cas-concepts-and-solutions-ag,1240,,,https://www.c-a-s.de/,-405389891,info@cas.de,,,,,,,4692,8,Private,,,,,,,,,,,,,,,,101-250,,,"Commerce and Shopping, Financial Services, Professional Services",Active,,,,,,,,,30.0,9.0,2.0,680,4600,90,90,0.0,90,90,0.0,90,90,0.0,,,True,True,"Hamburg, Hamburg, Germany",4600,CAS,,1988-01-01 00:00:00,Unknown,Unknown,0.0,0.0,0.0,3.8544921875,0.0,3.0,9.0
